"RT_ID","SN_B","STOP_CD_B","SN_E","STOP_CD_E","DIST","LMT_SPD"
"VAEROVR-N2","1","ESTAN2A","10","ESTAN2A","4849","60"
"VAERPB-NA2","1","ESTAN2A","18","ESTAN2A","8313","60"
"VAERPF-NA2","1","ESTAN2A","10","ESTAN2A","6415","60"
"VAERPO-NA2","1","ESTAN2A","3","ESTAN2A","1188","60"
"VAERPS-NA2","1","ESTAN2A","4","ESTAN2A","1975","60"
"VAERSB-NA2","1","ESTAN2A","7","ESTAN2A","2118","60"
"VAERVE-NA2","1","ESTAN2A","3","ESTAN2A","1369","60"
"VAERVR-NA2","1","ESTAN2A","10","ESTAN2A","4849","60"
"VAKAL-I","1","VALLE1A","41","VALLE1A","19587","30"
"VAKAL-R","1","ALBROCC","45","ALBROCC","20911","40"
"VAL2A2-NA1","1","ALBROCA","7","ALBROCA","5188","40"
"VAL2PC-NA1","1","ALBROCA","8","ALBROCA","5765","40"
"VALAAED-N1","1","ALBROCA","2","ALBROCA","9434","40"
"VALAAPH-N1","1","ALBROCA","4","ALBROCA","6326","40"
"VALAIPC-N1","1","ALBROCA","10","ALBROCA","10767","40"
"VALCLA2-N1","1","ALBROCA","7","ALBROCA","5188","40"
"VALCNAC-N2","1","ALBROCA","5","ALBROCA","16745","40"
"VALCNAZ-N2","1","ALBROCA","20","ALBROCA","24368","40"
"VALCNC6-N2","1","ALBROCA","16","ALBROCA","34357","40"
"VALCNCH-R2","1","VLITK2A","23","VLITK2A","40990","60"
"VALCNCR-N2","1","ALBROCA","16","ALBROCA","22030","40"
"VALCNEA-N2","1","ALBROCA","27","ALBROCA","26353","40"
"VALCNEC-N2","1","ALBROCA","17","ALBROCA","22353","40"
"VALCNER-N2","1","ALBROCA","11","ALBROCA","29441","40"
"VALCNLA-N2","1","ALBROCA","4","ALBROCA","17141","40"
"VALCNLR-N2","1","ALBROCA","5","ALBROCA","26667","40"
"VALCNM1-N2","1","ALBROCA","9","ALBROCA","19686","40"
"VALCNP2-N2","1","ALBROCA","17","ALBROCA","32073","40"
"VALCNP7-N2","1","ALBROCA","5","ALBROCA","18022","40"
"VALCNPB-N2","1","ALBROCA","17","ALBROCA","22423","40"
"VALCNPJ-N1","1","ALBROCA","3","ALBROCA","20936","40"
"VALCNPN-N2","1","ALBROCA","5","ALBROCA","17782","40"
"VALCNPO-N2","1","ALBROCA","4","ALBROCA","16578","40"
"VALCNPP-N2","1","ALBROCA","5","ALBROCA","26429","40"
"VALCNPS-N2","1","ALBROCA","7","ALBROCA","18021","40"
"VALCNS1-N2","1","ALBROCA","6","ALBROCA","18192","40"
"VALCNSB-N2","1","ALBROCA","5","ALBROCA","16228","40"
"VALCNSI-N2","1","ALBROCA","15","ALBROCA","31940","40"
"VALCNST-N2","1","ALBROCA","13","ALBROCA","19908","40"
"VALCNTE-R2","1","ALBROCA","14","ALBROCA","20429","40"
"VALCNTR-N2","1","ALBROCA","16","ALBROCA","21083","40"
"VALCNV1-N2","1","ALBROCA","8","ALBROCA","19582","40"
"VALCNVE-N2","1","ALBROCA","6","ALBROCA","17095","40"
"VALCSBV-N2","1","ALBROCA","11","ALBROCA","14606","40"
"VALCSCA-N2","1","ALBROCA","22","ALBROCA","30894","40"
"VALCSCE-N2","1","ALBROCA","12","ALBROCA","15200","40"
"VALCSCP-N2","1","ALBROCA","26","ALBROCA","26610","40"
"VALCSDB-R2","1","ALBROCA","27","ALBROCA","27215","40"
"VALCSDR-N2","1","H24PA2A","29","H24PA2A","34934","60"
"VALCSEB-N2","1","ALBROCA","17","ALBROCA","18299","40"
"VALCSES-N2","1","ALBROCA","36","ALBROCA","36474","40"
"VALCSJV-N2","1","ALBROCA","28","ALBROCA","27461","40"
"VALCSMX-N2","1","ALBROCA","23","ALBROCA","31304","40"
"VALCSNI-N2","1","ALBROCA","34","ALBROCA","39316","40"
"VALCSP6-N2","1","ABACE2A","23","ABACE2A","31772","40"
"VALCSPD-N2","1","ALBROCA","29","ALBROCA","34399","40"
"VALCSSP-B2","1","ALBROCA","13","ALBROCA","20444","40"
"VALCSVL-N2","1","ALBROCA","15","ALBROCA","22744","40"
"VALICV-NA1","1","ALBROCA","4","ALBROCA","10155","40"
"VALIE3-NA1","1","ALBROCA","7","ALBROCA","10726","40"
"VALIE4-NA1","1","ALBROCA","4","ALBROCA","9745","40"
"VALIPU-NA1","1","ALBROCA","5","ALBROCA","10560","40"
"VALKVR-NA2","1","ALBROCA","21","ALBROCA","14660","40"
"VALKVV-NA1","1","ALBROCA","6","ALBROCA","7741","40"
"VALLED-NA1","1","ALBROCA","2","ALBROCA","9434","40"
"VALLPH-NA1","1","ALBROCA","4","ALBROCA","6326","40"
"VALNAC-NA2","1","ALBROCA","5","ALBROCA","16745","40"
"VALNAZ-NA2","1","ALBROCA","20","ALBROCA","24368","40"
"VALNCH-NA2","1","ALBROCA","23","ALBROCA","40990","40"
"VALNCR-NA2","1","ALBROCA","16","ALBROCA","22030","40"
"VALNEA-NA2","1","ALBROCA","27","ALBROCA","26353","40"
"VALNEC-NA2","1","ALBROCA","17","ALBROCA","22353","40"
"VALNER-NA2","1","ALBROCA","11","ALBROCA","29441","40"
"VALNLA-NA2","1","ALBROCA","4","ALBROCA","17141","40"
"VALNLR-NA2","1","ALBROCA","5","ALBROCA","26667","40"
"VALNM1-NA2","1","ALBROCA","9","ALBROCA","19686","40"
"VALNP2-NA2","1","ALBROCA","17","ALBROCA","32073","40"
"VALNP7-NA2","1","ALBROCA","5","ALBROCA","18022","40"
"VALNPB-NA2","1","ALBROCA","17","ALBROCA","22423","40"
"VALNPN-NA2","1","ALBROCA","5","ALBROCA","17782","40"
"VALNPO-NA2","1","ALBROCA","4","ALBROCA","16578","40"
"VALNPP-NA2","1","ALBROCA","5","ALBROCA","26429","40"
"VALNPS-NA2","1","ALBROCA","7","ALBROCA","18021","40"
"VALNS1-NA2","1","ALBROCA","6","ALBROCA","18192","40"
"VALNSB-NA2","1","ALBROCA","5","ALBROCA","16228","40"
"VALNSI-NA2","1","ALBROCA","15","ALBROCA","31940","40"
"VALNST-NA2","1","ALBROCA","13","ALBROCA","19908","40"
"VALNTE-NA2","1","ALBROCA","14","ALBROCA","20429","40"
"VALNTR-NA2","1","ALBROCA","16","ALBROCA","21083","40"
"VALNV1-NA2","1","ALBROCA","8","ALBROCA","19582","40"
"VALNVE-NA2","1","ALBROCA","6","ALBROCA","17095","40"
"VALOEM-NA1","1","ALBROCA","5","ALBROCA","5502","40"
"VALOMC-NA1","1","ALBROCA","4","ALBROCA","5116","40"
"VALOTEM-N1","1","ALBROCA","5","ALBROCA","5502","40"
"VALOTMC-N1","1","ALBROCA","4","ALBROCA","5116","40"
"VALSBV-NA2","1","ALBROCA","11","ALBROCA","14606","40"
"VALSCA-NA2","1","ALBROCA","22","ALBROCA","30894","40"
"VALSCE-NA2","1","ALBROCA","12","ALBROCA","15200","40"
"VALSCP-CR2","1","ALBROCA","26","ALBROCA","26610","40"
"VALSDB-CR2","1","ALBROCA","27","ALBROCA","27215","40"
"VALSDR-NA2","1","ALBROCA","29","ALBROCA","34934","40"
"VALSEB-NA2","1","ALBROCA","17","ALBROCA","18299","40"
"VALSES-NA2","1","ALBROCA","36","ALBROCA","36474","40"
"VALSJV-CR2","1","ALBROCA","28","ALBROCA","27461","40"
"VALSMX-NA2","1","ALBROCA","23","ALBROCA","31304","40"
"VALSNI-NA2","1","ALBROCA","34","ALBROCA","39316","40"
"VALSP6-NA2","1","ALBROCA","23","ALBROCA","31772","40"
"VALSPD-NA2","1","ALBROCA","29","ALBROCA","34399","40"
"VALSSP-LB2","1","ALBROCA","13","ALBROCA","20444","40"
"VALSVL-CR2","1","ALBROCA","15","ALBROCA","22744","40"
"VALTKVR-N2","1","ALBROCA","21","ALBROCA","14660","40"
"VALTKVV-N1","1","ALBROCA","6","ALBROCA","7741","40"
"VALVBCV-N1","1","ALBROCA","4","ALBROCA","10155","40"
"VALVBE3-N1","1","ALBROCA","7","ALBROCA","10726","40"
"VALVBE4-R1","1","ALBROCA","4","ALBROCA","9745","40"
"VALVBPU-N1","1","ALBROCA","5","ALBROCA","10560","40"
"VAM0AZ-NA2","1","AMANE2A","14","AMANE2A","5326","40"
"VAM0BN-NA2","1","AMANE2A","31","AMANE2A","13444","40"
"VAM0CH-NA2","1","AMANE2A","49","AMANE2A","26349","40"
"VAM0S7-NA2","1","AMANE2A","38","AMANE2A","16042","40"
"VAMARST-N2","1","AMANE2A","31","AMANE2A","12950","40"
"VAMARV1-N2","1","AMANE2A","21","AMANE2A","9606","40"
"VAMCCAZ-N2","1","AMANE2A","14","AMANE2A","5326","40"
"VAMCCBN-N2","1","AMANE2A","31","AMANE2A","13444","40"
"VAMCCC6-N2","1","AMANE2A","41","AMANE2A","19528","40"
"VAMCCCH-N2","1","AMANE2A","49","AMANE2A","26349","40"
"VAMCCS7-N2","1","AMANE2A","38","AMANE2A","16042","40"
"VAMCNAL-P1","1","CELTK1A","28","CELTK1A","26494","60"
"VAMCNEM-N1","1","AMANE2A","36","AMANE2A","24878","40"
"VAMCNPC-N1","1","JUDCB1A","34","JUDCB1A","33262","40"
"VAMCNPH-N1","1","AMANE2A","28","AMANE2A","23630","40"
"VAMFST-NA2","1","AMANE2A","31","AMANE2A","12950","40"
"VAMFV1-NA2","1","AMANE2A","21","AMANE2A","9606","40"
"VAMINEA-N2","1","AMANE2A","2","AMANE2A","46","40"
"VAMNAL-NA1","1","AMANE2A","28","AMANE2A","26494","40"
"VAMNEM-NA1","1","TINCN1A","36","TINCN1A","24878","80"
"VAMNPC-NA1","1","AMANE2A","29","AMANE2A","28268","40"
"VAMNPH-NA1","1","AMANE2A","28","AMANE2A","23630","40"
"VAMRAE-NA2","1","AMANE2A","31","AMANE2A","12486","40"
"VAMRCR-NA2","1","AMANE2A","13","AMANE2A","5533","40"
"VAMREC-NA2","1","AMANE2A","11","AMANE2A","4238","40"
"VAMROAE-N2","1","AMANE2A","31","AMANE2A","12486","40"
"VAMROCR-N2","1","AMANE2A","13","AMANE2A","5533","40"
"VAMROEC-N2","1","AMANE2A","11","AMANE2A","4238","40"
"VAMROPB-N2","1","AMANE2A","11","AMANE2A","4440","40"
"VAMROPO-N2","1","VBOCB1A","28","VBOCB1A","12095","40"
"VAMROSB-N2","1","AMANE2A","28","AMANE2A","12988","40"
"VAMRPB-NA2","1","AMANE2A","11","AMANE2A","4440","40"
"VAMRPO-NA2","1","AMANE2A","28","AMANE2A","12095","40"
"VAMRSB-NA2","1","AMANE2A","28","AMANE2A","12988","40"
"VAMZEA-NA2","1","AMANE2A","2","AMANE2A","46","40"
"VANAL-I","1","VALLE1A","19","VALLE1A","20593","30"
"VANAL-R","1","ALBROCG","24","ALBROCG","23311","40"
"VB1CBPO-N2","1","DONBN2A","64","DONBN2A","30819","60"
"VB1CCPB-N2","1","DONBN2A","47","DONBN2A","23030","60"
"VBACSEM-N1","1","HNICT3A","14","HNICT3A","20667","60"
"VBACSPC-N1","1","PAETM1A","14","PAETM1A","24810","60"
"VBACSPH-N1","1","PAETM1A","14","PAETM1A","23506","60"
"VBADACP-N2","1","PAETM1A","5","PAETM1A","4647","60"
"VBADAXA-N2","1","PAETM1A","2","PAETM1A","3186","60"
"VBADDVL-N2","1","PAETM1A","16","PAETM1A","8851","60"
"VBADPLR-B2","1","PAETM1A","6","PAETM1A","2817","60"
"VBADPPP-R2","1","PAETM1A","12","PAETM1A","5569","60"
"VBADVL-NA2","1","PAETM1A","16","PAETM1A","8851","60"
"VBAJAP2-B2","1","PAETM1A","9","PAETM1A","5750","60"
"VBAJP2-NA2","1","PAETM1A","9","PAETM1A","5750","60"
"VBASEM-PT1","1","PAETM1A","14","PAETM1A","20667","60"
"VBASPC-PT1","1","PAETM1A","14","PAETM1A","24810","60"
"VBASPH-PT1","1","PAETM1A","14","PAETM1A","23506","60"
"VBATLR-NA2","1","PAETM1A","6","PAETM1A","2817","60"
"VBATPP-NA2","1","PAETM1A","12","PAETM1A","5569","60"
"VBAUCP-NA2","1","PAETM1A","5","PAETM1A","4647","60"
"VBAUXA-NA2","1","PAETM1A","2","PAETM1A","3186","60"
"VBI9ER-NA2","1","BALBO1A","22","BALBO1A","9541","60"
"VBI9P2-NA2","1","BALBO1A","28","BALBO1A","12173","60"
"VBI9P6-NA2","1","BALBO1A","29","BALBO1A","13185","60"
"VBI9PG-NA2","1","BALBO1A","29","BALBO1A","15555","60"
"VBI9SI-NA2","1","BALBO1A","27","BALBO1A","11969","60"
"VBIACBV-N2","1","BALBO1A","4","BALBO1A","3619","60"
"VBIACCE-N2","1","BALBO1A","4","BALBO1A","3187","60"
"VBIACET-N1","1","BALBO1A","4","BALBO1A","1166","60"
"VBICSA2-N1","1","BALBO1A","12","BALBO1A","14986","60"
"VBICSA3-N1","1","BALBO1A","15","BALBO1A","12574","60"
"VBICSAL-N1","1","BALBO1A","15","BALBO1A","16326","60"
"VBICSC5-N1","1","BALBO1A","7","BALBO1A","10165","60"
"VBICSCN-P1","1","BALBO1A","13","BALBO1A","11773","60"
"VBICSE3-N1","1","BALBO1A","16","BALBO1A","12466","60"
"VBICSEM-N1","1","BALBO1A","12","BALBO1A","12291","60"
"VBICSL2-P1","1","BALBO1A","13","BALBO1A","12196","60"
"VBICSMC-N1","1","BALBO1A","12","BALBO1A","12304","60"
"VBICSPC-N1","1","BALBO1A","12","BALBO1A","16434","60"
"VBICSPH-N1","1","BALBO1A","13","BALBO1A","15802","60"
"VBICSPT-N1","1","BALBO1A","6","BALBO1A","8843","60"
"VBICSPU-N1","1","BALBO1A","8","BALBO1A","10127","60"
"VBICSVV-N1","1","BALBO1A","9","BALBO1A","11663","60"
"VBID99-NA2","1","BALBO1A","10","BALBO1A","4862","60"
"VBIDCCA-N2","1","ISTTM2A","35","ISTTM2A","16545","60"
"VBIDD99-N2","1","BALBO1A","10","BALBO1A","4862","60"
"VBIDDE1-P2","1","BALBO1A","11","BALBO1A","5783","60"
"VBIDDLR-P2","1","BALBO1A","11","BALBO1A","5811","60"
"VBIDDPP-N2","1","BALBO1A","11","BALBO1A","5573","60"
"VBIDE1-NA2","1","BALBO1A","11","BALBO1A","5783","60"
"VBIDLR-NA2","1","BALBO1A","11","BALBO1A","5811","60"
"VBIDPP-NA2","1","BALBO1A","11","BALBO1A","5573","60"
"VBIDPPD-N2","1","BALBO1A","42","BALBO1A","19860","60"
"VBIGBV-NA2","1","BALBO1A","4","BALBO1A","3619","60"
"VBIGCE-NA2","1","BALBO1A","4","BALBO1A","3187","60"
"VBIGET-NA1","1","BALBO1A","4","BALBO1A","1166","60"
"VBIJAC1-P2","1","BALBO1A","19","BALBO1A","9187","60"
"VBIJACP-N2","1","BALBO1A","23","BALBO1A","11081","60"
"VBIJACU-N2","1","SPSVE2A","25","SPSVE2A","11900","60"
"VBIJADB-N2","1","BALBO1A","22","BALBO1A","10802","60"
"VBIJADI-P2","1","BALBO1A","41","BALBO1A","19660","60"
"VBIJADO-P2","1","CCRUCEA","45","CCRUCEA","21037","60"
"VBIJADR-N2","1","BALBO1A","42","BALBO1A","20395","60"
"VBIJADX-N2","1","BALBO1A","43","BALBO1A","21246","60"
"VBIJAEB-P2","1","BALBO1A","3","BALBO1A","2162","60"
"VBIJAEL-P2","1","BALBO1A","2","BALBO1A","1463","60"
"VBIJAES-P2","1","BALBO1A","49","BALBO1A","22125","60"
"VBIJAJ2-N2","1","BALBO1A","15","BALBO1A","9824","60"
"VBIJAJV-N2","1","BALBO1A","21","BALBO1A","10881","60"
"VBIJAMX-N2","1","BALBO1A","34","BALBO1A","15935","60"
"VBIJANI-N2","1","BALBO1A","47","BALBO1A","24777","60"
"VBIJAP4-N2","1","BALBO1A","56","BALBO1A","30483","60"
"VBIJASP-N2","1","BALBO1A","11","BALBO1A","5427","60"
"VBIJATO-N2","1","BALBO1A","37","BALBO1A","19000","60"
"VBIJAVL-N2","1","BALBO1A","23","BALBO1A","11210","60"
"VBIJC1-NA2","1","BALBO1A","19","BALBO1A","9187","60"
"VBIJCP-NA2","1","BALBO1A","23","BALBO1A","11081","60"
"VBIJCU-NA2","1","BALBO1A","25","BALBO1A","11900","60"
"VBIJDB-NA2","1","BALBO1A","22","BALBO1A","10802","60"
"VBIJDI-NA2","1","BALBO1A","41","BALBO1A","19660","60"
"VBIJDO-NA2","1","BALBO1A","45","BALBO1A","21037","60"
"VBIJDR-NA2","1","BALBO1A","42","BALBO1A","20395","60"
"VBIJDX-NA2","1","BALBO1A","43","BALBO1A","21246","60"
"VBIJEB-NA2","1","BALBO1A","3","BALBO1A","2162","60"
"VBIJEL-NA2","1","BALBO1A","2","BALBO1A","1463","60"
"VBIJES-NA2","1","BALBO1A","49","BALBO1A","22125","60"
"VBIJJ2-NA2","1","BALBO1A","15","BALBO1A","9824","60"
"VBIJJV-NA2","1","BALBO1A","21","BALBO1A","10881","60"
"VBIJMX-NA2","1","BALBO1A","34","BALBO1A","15935","60"
"VBIJNI-NA2","1","BALBO1A","47","BALBO1A","24777","60"
"VBIJP4-NA2","1","BALBO1A","56","BALBO1A","30483","60"
"VBIJSP-NA2","1","BALBO1A","11","BALBO1A","5427","60"
"VBIJTER-N2","1","BALBO1A","22","BALBO1A","9541","60"
"VBIJTO-NA2","1","BALBO1A","37","BALBO1A","19000","60"
"VBIJTP2-P2","1","BALBO1A","28","BALBO1A","12173","60"
"VBIJTP6-N2","1","BALBO1A","29","BALBO1A","13185","60"
"VBIJTPG-N2","1","JJVAL2A","29","JJVAL2A","15555","60"
"VBIJTSI-N2","1","BALBO1A","27","BALBO1A","11969","60"
"VBIJVL-NA2","1","BALBO1A","23","BALBO1A","11210","60"
"VBIQCA-NA2","1","CCRUCEA","35","CCRUCEA","16545","60"
"VBISA2-PT1","1","BALBO1A","12","BALBO1A","14986","60"
"VBISA3-PT1","1","BALBO1A","15","BALBO1A","12574","60"
"VBISAL-PT1","1","BALBO1A","15","BALBO1A","16326","60"
"VBISC5-PT1","1","BALBO1A","7","BALBO1A","10165","60"
"VBISCN-PT1","1","BALBO1A","13","BALBO1A","11773","60"
"VBISE3-PT1","1","BALBO1A","16","BALBO1A","12466","60"
"VBISEM-PT1","1","BALBO1A","12","BALBO1A","12291","60"
"VBISL2-PT1","1","BALBO1A","13","BALBO1A","12196","60"
"VBISMC-PT1","1","BALBO1A","12","BALBO1A","12304","60"
"VBISPC-PT1","1","BALBO1A","12","BALBO1A","16434","60"
"VBISPH-PT1","1","BALBO1A","13","BALBO1A","15802","60"
"VBISPT-PT1","1","BALBO1A","6","BALBO1A","8843","60"
"VBISPU-PT1","1","BALBO1A","8","BALBO1A","10127","60"
"VBISVV-PT1","1","BALBO1A","9","BALBO1A","11663","60"
"VBITPD-NA2","1","BALBO1A","42","BALBO1A","19860","60"
"VBIVCV-NA1","1","BALBO1A","18","BALBO1A","6129","60"
"VBIVECV-N1","1","BALBO1A","18","BALBO1A","6129","60"
"VBN0AZ-NA2","1","DONBN1A","21","DONBN1A","9684","60"
"VBN0BN-NA2","1","DONBN1A","2","DONBN1A","3315","60"
"VBN0EA-NA2","1","DONBN1A","32","DONBN1A","13423","60"
"VBN0EC-NA2","1","DONBN1A","22","DONBN1A","10306","60"
"VBN0PB-NA2","1","DONBN1A","23","DONBN1A","10376","60"
"VBN3AE-NA2","1","DONBN1A","42","DONBN1A","18556","60"
"VBN3LA-NA2","1","VCUTK1A","40","VCUTK1A","18728","60"
"VBN3PO-NA2","1","DONBN1A","40","DONBN1A","18165","60"
"VBN3SB-NA2","1","DONBN1A","39","DONBN1A","19058","60"
"VBNARST-N2","1","DONBN1A","42","DONBN1A","19020","60"
"VBNARV1-N2","1","DONBN1A","32","DONBN1A","15676","60"
"VBNCBAE-N2","1","DONBN1A","42","DONBN1A","18556","60"
"VBNCBLA-N2","1","DONBN1A","40","DONBN1A","18728","60"
"VBNCBPO-N2","1","DONBN1A","40","DONBN1A","18165","60"
"VBNCBSB-P2","1","DONBN1A","39","DONBN1A","19058","60"
"VBNCCAZ-N2","1","DONBN1A","21","DONBN1A","9684","60"
"VBNCCBN-P2","1","DONBN1A","2","DONBN1A","3315","60"
"VBNCCEA-N2","1","DONBN1A","32","DONBN1A","13423","60"
"VBNCCEC-N2","1","DONBN1A","22","DONBN1A","10306","60"
"VBNCCPB-N2","1","DONBN1A","23","DONBN1A","10376","60"
"VBNCNPC-N1","1","DONBN1A","10","DONBN1A","33502","60"
"VBNCNPH-N1","1","DONBN1A","6","DONBN1A","23871","60"
"VBNFST-NA2","1","DONBN1A","42","DONBN1A","19020","60"
"VBNFV1-NA2","1","DONBN1A","32","DONBN1A","15676","60"
"VBNNPC-NA1","1","DONBN1A","5","DONBN1A","28508","60"
"VBNNPH-NA1","1","DONBN1A","6","DONBN1A","23871","60"
"VBR9ER-NA2","1","BALBO2A","21","BALBO2A","8050","60"
"VBR9P2-NA2","1","BALBO2A","27","BALBO2A","10682","60"
"VBR9SI-NA2","1","BALBO2A","26","BALBO2A","10478","60"
"VBRACBV-N2","1","BALBO2A","5","BALBO2A","4333","60"
"VBRACCE-N2","1","BALBO2A","5","BALBO2A","3901","60"
"VBRACET-N1","1","BALBO2A","5","BALBO2A","1880","60"
"VBRCSA3-N1","1","BALBO2A","16","BALBO2A","13288","60"
"VBRCSAL-N1","1","BALBO2A","16","BALBO2A","17040","60"
"VBRCSC5-N1","1","BALBO2A","8","BALBO2A","10879","60"
"VBRCSCN-N1","1","BALBO2A","14","BALBO2A","12487","60"
"VBRCSEM-N1","1","BALBO2A","13","BALBO2A","13005","60"
"VBRCSMC-N1","1","URRACCA","13","URRACCA","13018","60"
"VBRCSPC-N1","1","BALBO2A","13","BALBO2A","17148","60"
"VBRCSPH-N1","1","BALBO2A","14","BALBO2A","16516","60"
"VBRCSVV-N1","1","BALBO2A","10","BALBO2A","12377","60"
"VBRD99-NA2","1","BALBO2A","11","BALBO2A","5576","60"
"VBRDD99-N2","1","BALBO2A","11","BALBO2A","5576","60"
"VBRDDE1-N2","1","BALBO2A","12","BALBO2A","6497","60"
"VBRDDPP-N2","1","BALBO2A","12","BALBO2A","6287","60"
"VBRDE1-NA2","1","BALBO2A","12","BALBO2A","6497","60"
"VBRDPP-NA2","1","BALBO2A","12","BALBO2A","6287","60"
"VBRDPPD-N2","1","BALBO2A","41","BALBO2A","18369","60"
"VBRGBV-NA2","1","BALBO2A","5","BALBO2A","4333","60"
"VBRGCE-NA2","1","BALBO2A","5","BALBO2A","3901","60"
"VBRGET-NA1","1","BALBO2A","5","BALBO2A","1880","60"
"VBRJAC1-N2","1","BALBO2A","18","BALBO2A","7696","60"
"VBRJADB-N2","1","BALBO2A","21","BALBO2A","9311","60"
"VBRJAEB-N2","1","BALBO2A","2","BALBO2A","747","60"
"VBRJAEL-N2","1","BALBO2A","2","BALBO2A","48","60"
"VBRJASP-N2","1","BALBO2A","10","BALBO2A","3936","60"
"VBRJC1-NA2","1","BALBO2A","18","BALBO2A","7696","60"
"VBRJDB-NA2","1","BALBO2A","21","BALBO2A","9311","60"
"VBRJEB-NA2","1","BALBO2A","2","BALBO2A","747","60"
"VBRJEL-NA2","1","BALBO2A","2","BALBO2A","48","60"
"VBRJSP-NA2","1","BALBO2A","10","BALBO2A","3936","60"
"VBRJTER-N2","1","BALBO2A","21","BALBO2A","8050","60"
"VBRJTP2-N2","1","BALBO2A","27","BALBO2A","10682","60"
"VBRJTSI-N2","1","BALBO2A","26","BALBO2A","10478","60"
"VBRSA3-PT1","1","FEBFB3A","16","FEBFB3A","13288","60"
"VBRSAL-PT1","1","BALBO2A","16","BALBO2A","17040","60"
"VBRSC5-PT1","1","BALBO2A","8","BALBO2A","10879","60"
"VBRSCN-PT1","1","BALBO2A","14","BALBO2A","12487","60"
"VBRSEM-PT1","1","BALBO2A","13","BALBO2A","13005","60"
"VBRSMC-PT1","1","BALBO2A","13","BALBO2A","13018","60"
"VBRSPC-PT1","1","BALBO2A","13","BALBO2A","17148","60"
"VBRSPH-PT1","1","BALBO2A","14","BALBO2A","16516","60"
"VBRSVV-PT1","1","BALBO2A","10","BALBO2A","12377","60"
"VBRTPD-NA2","1","BALBO2A","41","BALBO2A","18369","60"
"VBRVCV-NA1","1","BALBO2A","19","BALBO2A","6843","60"
"VBRVECV-N1","1","BALBO2A","19","BALBO2A","6843","60"
"VC19P2-NA2","1","CONCE1A","14","CONCE1A","4961","40"
"VC1CSBV-N2","1","CONCE1A","9","CONCE1A","10875","40"
"VC1CSCE-N2","1","CONCE1A","9","CONCE1A","10356","40"
"VC1CSPC-N1","1","CONCE1A","17","CONCE1A","23100","40"
"VC1CSPH-N1","1","GCRJD4A","18","GCRJD4A","22468","40"
"VC1DDPP-N2","1","CONCE1A","11","CONCE1A","5843","40"
"VC1DPP-NA2","1","CONCE1A","11","CONCE1A","5843","40"
"VC1DPPD-P2","1","CONCE1A","28","CONCE1A","12648","40"
"VC1JADB-N2","1","CONCE1A","6","CONCE1A","3603","40"
"VC1JAEB-P2","1","CONCE1A","18","CONCE1A","7157","40"
"VC1JAER-P2","1","CONCE1A","5","CONCE1A","2355","40"
"VC1JAJ2-P2","1","CONCE1A","6","CONCE1A","3017","40"
"VC1JASP-N2","1","CONCE1A","8","CONCE1A","3764","40"
"VC1JDB-NA2","1","CONCE1A","6","CONCE1A","3603","40"
"VC1JEB-NA2","1","CONCE1A","18","CONCE1A","7157","40"
"VC1JER-NA2","1","CONCE1A","5","CONCE1A","2355","40"
"VC1JJ2-NA2","1","CONCE1A","6","CONCE1A","3017","40"
"VC1JSP-NA2","1","CONCE1A","8","CONCE1A","3764","40"
"VC1JTP2-N2","1","CONCE1A","14","CONCE1A","4961","40"
"VC1SBV-NA2","1","CONCE1A","9","CONCE1A","10875","40"
"VC1SCE-NA2","1","CONCE1A","9","CONCE1A","10356","40"
"VC1SPC-PT1","1","CONCE1A","17","CONCE1A","23100","40"
"VC1SPH-PT1","1","CONCE1A","18","CONCE1A","22468","40"
"VC1TPD-NA2","1","CONCE1A","28","CONCE1A","12648","40"
"VC3CSAL-N1","1","CPRAD2A","27","CPRAD2A","25827","30"
"VC3CSBV-N2","1","CPRAD2A","16","CPRAD2A","13710","30"
"VC3CSCE-N2","1","CPRAD2A","16","CPRAD2A","13191","30"
"VC3CSEM-N1","1","CPRAD2A","24","CPRAD2A","21792","30"
"VC3CSPC-N1","1","CPRAD2A","24","CPRAD2A","25935","30"
"VC3CSPH-N1","1","CPRAD2A","25","CPRAD2A","25303","30"
"VC3CSPU-N1","1","CPRAD2A","20","CPRAD2A","19628","30"
"VC3DDER-N2","1","CPRAD2A","4","CPRAD2A","1932","30"
"VC3DDLR-N2","1","CPRAD2A","7","CPRAD2A","4924","30"
"VC3DDPP-N2","1","CPRAD2A","13","CPRAD2A","7632","30"
"VC3DDXA-N2","1","CPRAD2A","4","CPRAD2A","2745","30"
"VC3DER-NA2","1","CPRAD2A","4","CPRAD2A","1932","30"
"VC3DJP2-N2","1","CPRAD2A","10","CPRAD2A","4776","30"
"VC3DJP6-N2","1","CPRAD2A","11","CPRAD2A","5788","30"
"VC3DLR-NA2","1","CPRAD2A","7","CPRAD2A","4924","30"
"VC3DPMX-N2","1","CPRAD2A","13","CPRAD2A","5483","30"
"VC3DPP-NA2","1","CPRAD2A","13","CPRAD2A","7632","30"
"VC3DPP4-N2","1","CPRAD2A","35","CPRAD2A","20031","30"
"VC3DPPD-N2","1","CPRAD2A","21","CPRAD2A","9408","30"
"VC3DXA-NA2","1","CPRAD2A","4","CPRAD2A","2745","30"
"VC3INCP-N2","1","CPRAD2A","2","CPRAD2A","434","30"
"VC3INVL-N2","1","CPRAD2A","12","CPRAD2A","4854","30"
